year,player,team,affiliation,round,round_pick,overall_pick,position,lane_agility,shuttle_run,sprint,standing_leap,max_leap,bench_press,body_fat,hand_length,hand_width,height_no_shoes,height_shoes,reach,weight,wingspan,player_id
2019,Carsen Edwards,Philadelphia 76ers,Purdue,2,3,33,G,10.53,2.82,3.22,28.5,34.0,14,5.50,8.75,9.00,70.75,72.25,94.5,199.4,78.0,
2002,Casey Jacobsen,Phoenix Suns,Stanford,1,22,22,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,jacobca01
2015,Cedi Osman,Minnesota Timberwolves,Anadolu Efes S.K. (Turkey),2,1,31,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,osmande01
2006,Cedric Simmons,New Orleans/Oklahoma City Hornets,North Carolina State,1,15,15,F,11.05,3.1,3.31,30.5,35.0,15,5.60,8.95,9.59,80.25,81.5,108.5,223.0,88.25,simmoce01
2005,Cenk Akyol,Atlanta Hawks,Anadolu Efes S.K. (Turkey),2,29,59,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2018,Chandler Hutchison,Chicago Bulls,Boise State,1,22,22,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,hutchch01
2011,Chandler Parsons,Houston Rockets,Florida,2,8,38,F,11.05,3.1,3.29,25.5,31.5,4,7.00,8.25,10.00,80.75,81.75,104.5,221.2,81.5,parsoch01
2005,Channing Frye,New York Knicks,Arizona,1,8,8,F,11.60,3.1,3.38,27.5,31.0,19,7.79,8.95,9.59,81.5,82.5,110.5,243.6,86.5,fryech01
2011,Charles Jenkins,Golden State Warriors,Hofstra,2,14,44,G,11.68,3.04,3.18,29.5,34.0,16,4.30,8.50,9.00,73.5,75.25,96.5,216.4,79.5,jenkich01
2005,Charlie Villanueva,Toronto Raptors,Connecticut,1,7,7,F,10.86,3.1,3.30,26.0,31.0,11,7.79,8.95,9.59,81.0,81.5,109.0,236.6,84.25,villach01
2009,Chase Budinger,Detroit Pistons,Arizona,2,14,44,F,11.08,3.1,3.24,29.5,38.5,10,10.00,8.95,9.59,78.25,79.0,101.0,206.4,79.0,budinch01
2016,Cheick Diallo,LA Clippers,Kansas,2,3,33,F,11.24,3.30,3.26,31.0,35.0,11.36,5.60,8.50,9.75,79.5,81.0,107.5,218.6,88.5,diallch01
2006,Cheikh Samb,Los Angeles Lakers,CB Cornella (Spain),2,21,51,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,sambch01
2018,Chimezie Metu,Milwaukee Bucks,Southern California,2,19,49,F,11.89,3.25,3.33,29.5,36.0,5,5.05,9.00,9.25,80.5,81.5,108.0,219.6,84.5,metuch01
2016,Chinanu Onuaku,Houston Rockets,Louisville,2,7,37,C,11.65,3.00,3.50,27.5,33.5,10.79,8.55,9.00,8.00,81.0,82.0,108.5,245.2,86.75,onuakch01
2009,Chinemelu Elonu,Los Angeles Lakers,Texas A&M,2,29,59,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2003,Chris Bosh,Toronto Raptors,Georgia Tech,1,4,4,F,11.80,3.1,3.30,30.5,33.0,9,8.00,8.95,9.59,82.25,80.81,109.0,225.0,87.5,boshch01
2000,Chris Carrawell,San Antonio Spurs,Duke,2,12,41,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2008,Chris Douglas-Roberts,New Jersey Nets,Memphis,2,10,40,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,douglch01
2004,Chris Duhon,Chicago Bulls,Duke,2,9,38,G,10.45,3.04,3.14,31.5,35.0,7,6.70,8.46,9.1,72.0,73.25,98.0,193.0,78.5,duhonch01
2002,Chris Jefferies,Los Angeles Lakers,Fresno State,1,27,27,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,jeffech01
2003,Chris Kaman,Los Angeles Clippers,Central Michigan,1,6,6,C,11.33,3.1,3.37,23.5,30.5,15,16.30,9.12,9.86,83.5,83.73,110.5,252.0,83.75,kamanch01
2015,Chris McCullough,Brooklyn Nets,Syracuse,1,29,29,F,11.46,3.1,3.3,29.41,34.23,11.36,6.20,8.75,8.75,80.25,81.0,109.0,199.0,87.25,mcculch01
2000,Chris Mihm,Chicago Bulls,Texas,1,7,7,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,mihmch01
2002,Chris Owens,Milwaukee Bucks,Texas,2,19,47,F,11.46,3.1,3.3,29.41,34.23,10,7.79,8.95,9.59,79.0,80.81,104.0,237.0,83.5,owensch01
2005,Chris Paul,New Orleans/Oklahoma City Hornets,Wake Forest,1,4,4,G,11.09,3.04,3.22,32.0,38.0,10,6.39,8.46,9.1,71.75,73.0,93.0,178.0,76.25,paulch01
2000,Chris Porter,Golden State Warriors,Auburn,2,26,55,F,10.93,3.1,3.20,28.5,35.0,6,7.79,8.95,9.59,77.5,80.81,103.5,214.0,81.5,portech01
2007,Chris Richard,Minnesota Timberwolves,Florida,2,11,41,F,11.39,3.1,3.29,26.5,30.5,15,7.50,8.95,9.59,79.0,80.75,110.5,252.0,88.5,richach01
2011,Chris Singleton,Washington Wizards,Florida State,1,18,18,F,11.33,3.1,3.09,30.5,37.5,15,7.40,9.25,10.00,79.75,81.0,103.5,230.2,85.0,singlch01
2005,Chris Taft,Golden State Warriors,Pittsburgh,2,12,42,F,11.26,3.1,3.27,28.5,33.0,14,7.79,8.95,9.59,80.5,81.5,109.0,261.0,85.75,taftch01
2002,Chris Wilcox,Los Angeles Clippers,Maryland,1,8,8,F,11.43,3.1,3.16,31.0,34.5,20,7.79,8.95,9.59,80.25,80.81,107.5,218.0,85.0,wilcoch01
2004,Christian Drejer,New Jersey Nets,FC Barcelona Basquet (Spain),2,22,51,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2009,Christian Eyenga,Cleveland Cavaliers,CB Prat (Spain),1,30,30,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,eyengch01
2011,Chukwudiebere Maduabum,Los Angeles Lakers,Bakersfield Jam (D-League),2,26,56,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2014,Cleanthony Early,New York Knicks,Wichita State,2,4,34,F,11.15,2.96,3.18,34.0,40.0,11.36,4.45,8.50,9.00,78.0,79.25,101.5,209.4,82.75,earlycl01
2014,Clint Capela,Houston Rockets,Elan Chalon (France),1,25,25,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,capelca01
2019,Coby White,Chicago Bulls,North Carolina,1,7,7,G,11.11,3.04,3.22,30.1,36.1,8.78,4.30,7.75,9.00,75.5,76.75,97.5,191.4,77.0,
2019,Cody Martin,Charlotte Hornets,North Carolina State,2,6,36,G,10.44,2.99,3.32,28.0,35.5,7,5.00,8.25,9.00,76.75,77.5,102.5,192.2,82.25,
2013,Cody Zeller,Charlotte Bobcats,Indiana,1,4,4,C,10.82,2.69,3.15,35.5,37.5,17,4.75,8.50,10.50,82.75,84.25,106.0,230.0,82.75,zelleco01
2010,Cole Aldrich,New Orleans Hornets,Kansas,1,11,11,C,11.48,3.1,3.35,23.0,28.0,10,8.50,9.00,9.25,81.0,83.25,111.5,236.0,88.75,aldrico01
2018,Collin Sexton,Cleveland Cavaliers,Alabama,1,8,8,G,11.11,3.04,3.22,30.1,36.1,8.78,5.60,8.25,8.50,72.5,73.5,98.5,183.0,79.25,sextoco01
2013,Colton Iverson,Indiana Pacers,Colorado State,2,23,53,C,11.52,3.04,3.52,26.5,30.0,12,9.60,9.25,9.50,82.5,84.0,110.0,262.8,86.0,
2007,Corey Brewer,Minnesota Timberwolves,Florida,1,7,7,F,11.69,3.1,3.22,30.5,36.5,11,4.20,8.95,9.59,78.0,79.75,103.0,185.0,80.25,breweco01
2002,Corsley Edwards,Sacramento Kings,Central Connecticut State,2,29,57,F,12.18,3.1,3.31,28.5,33.0,12,7.79,8.95,9.59,79.25,80.81,106.5,285.0,82.75,edwarco01
2000,Cory Hightower,San Antonio Spurs,Indian Hills Community College,2,25,54,G,11.92,3.04,3.37,29.5,34.5,0,6.39,8.46,9.1,77.5,76.12,101.5,183.0,83.0,
2014,Cory Jefferson,San Antonio Spurs,Baylor,2,30,60,F,12.63,3.39,3.36,33.0,37.5,11.36,5.25,8.75,9.75,79.75,81.0,105.0,218.4,84.5,jeffeco01
2011,Cory Joseph,San Antonio Spurs,Texas,1,29,29,G,10.75,3.04,3.27,27.5,35.0,5,9.70,8.50,10.50,74.0,75.25,99.0,186.2,77.5,josepco01
2000,Courtney Alexander,Orlando Magic,Fresno State,1,13,13,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,alexaco02
2008,Courtney Lee,Orlando Magic,Western Kentucky,1,22,22,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,leeco01
2010,Craig Brackins,Oklahoma City Thunder,Iowa State,1,21,21,F,11.65,3.1,3.39,26.0,35.0,6,7.90,9.50,11.25,80.5,81.75,109.0,229.0,84.0,brackcr01
2006,Craig Smith,Minnesota Timberwolves,Boston College,2,6,36,F,11.59,3.1,3.40,30.0,29.5,11.36,12.20,8.95,9.59,77.5,78.5,103.5,259.0,81.5,smithcr01
2002,Curtis Borchardt,Orlando Magic,Stanford,1,18,18,C,12.56,3.1,3.63,24.0,27.0,7,8.73,9.12,9.86,82.75,83.73,112.0,238.0,86.5,borchcu01
2015,D'Angelo Russell,Los Angeles Lakers,Ohio State,1,2,2,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,russeda01
2008,D.J. Augustin,Charlotte Bobcats,Texas,1,9,9,G,11.27,3.04,3.07,28.5,35.0,2,8.10,8.46,9.1,70.0,71.5,94.5,171.5,75.5,augusdj01
2017,D.J. Wilson,Milwaukee Bucks,Michigan,1,17,17,F,11.46,3.1,3.3,29.41,34.23,11.36,6.40,9.25,10.25,80.75,82.5,109.5,234.4,87.0,wilsodj01
2007,DJ Strawberry,Phoenix Suns,Maryland,2,29,59,G,10.87,3.04,3.14,28.5,35.0,21,4.50,8.46,9.1,75.75,77.0,101.0,199.0,78.5,
2008,DJ White,Detroit Pistons,Indiana,1,29,29,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2010,Da'Sean Butler,Miami Heat,West Virginia,2,12,42,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2009,DaJuan Summers,Detroit Pistons,Georgetown,2,5,35,F,10.94,3.1,3.17,29.5,34.5,15,6.60,8.95,9.59,79.25,80.5,106.5,243.0,84.75,summeda01
2007,Daequan Cook,Philadelphia 76ers,Ohio State,1,21,21,G,11.12,3.04,3.22,30.0,34.5,4,7.00,8.46,9.1,75.0,77.75,101.5,203.0,80.25,cookda02
2003,Dahntay Jones,Boston Celtics,Duke,1,20,20,G,10.91,3.04,3.11,30.0,39.5,8.78,2.60,8.46,9.1,76.75,76.12,102.5,214.0,81.0,jonesda02
2002,Dajuan Wagner,Cleveland Cavaliers,Memphis,1,6,6,G,12.03,3.04,3.22,28.0,35.0,16,6.39,8.46,9.1,72.75,76.12,99.0,193.0,74.0,wagneda02
2015,Dakari Johnson,Oklahoma City Thunder,Kentucky,2,18,48,C,11.76,2.94,3.62,22.5,25.0,4,14.90,9.25,10.50,83.0,83.75,112.0,264.6,86.0,johnsda04
2000,Dalibor Bagaric,Chicago Bulls,KK Dubrava (Croatia),1,24,24,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2016,Damian Jones,Golden State Warriors,Vanderbilt,1,30,30,C,11.35,3.12,3.20,36.0,37.0,10.79,6.55,8.75,10.50,82.25,83.5,107.0,243.6,87.75,jonesda03
2012,Damian Lillard,Portland Trail Blazers,Weber State,1,6,6,G,11.15,3.04,3.34,34.5,39.5,13,5.90,8.75,9.75,73.75,74.75,95.5,188.8,79.75,lillada01
2014,Damien Inglis,Milwaukee Bucks,Chorale Roanne Basket (France),2,1,31,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,inglida01
2010,Damion James,Atlanta Hawks,Texas,1,24,24,F,10.89,3.1,3.20,29.0,33.0,13,9.60,9.25,8.50,78.25,79.75,107.0,226.6,84.75,jamesda01
2006,Damir Markota,San Antonio Spurs,KK Cibona (Croatia),2,29,59,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,markoda01
2001,Damone Brown,Philadelphia 76ers,Syracuse,2,8,36,F,11.81,3.1,3.27,32.0,37.0,6,6.70,8.95,9.59,80.25,80.81,104.5,202.0,83.75,brownda02
2017,Damyean Dotson,New York Knicks,Houston,2,14,44,G,11.18,3.03,3.13,31.5,38.0,13,5.30,8.50,9.25,76.5,77.5,100.0,205.2,81.0,dotsoda01
2002,Dan Dickau,Sacramento Kings,Gonzaga,1,28,28,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,dickada01
2002,Dan Gadzuric,Milwaukee Bucks,California-Los Angeles,2,5,33,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,gadzuda01
2000,Dan Langhi,Dallas Mavericks,Vanderbilt,2,2,31,F,10.85,3.1,3.24,31.0,34.5,12,7.79,8.95,9.59,81.0,80.81,104.0,197.5,80.0,langhda01
2000,Dan McClintock,Denver Nuggets,Northern Arizona,2,24,53,C,11.52,3.1,3.33,33.0,35.0,20,8.73,9.12,9.86,83.0,83.73,107.0,250.0,85.5,mcclida01
2015,Daniel Diez,Utah Jazz,San Sebastian Gipuzkoa BC (Spain),2,24,54,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2005,Daniel Ewing,Los Angeles Clippers,Duke,2,2,32,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,ewingda01
2019,Daniel Gafford,Chicago Bulls,Arkansas,2,8,38,F,11.61,3.19,3.25,32.5,36.5,5,5.90,9.25,9.25,81.25,82.5,110.0,237.6,86.25,
2006,Daniel Gibson,Cleveland Cavaliers,Texas,2,12,42,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,gibsoda01
2016,Daniel Hamilton,Denver Nuggets,Connecticut,2,26,56,G,11.48,3.20,3.40,26.0,29.0,8.78,5.95,9.00,8.50,78.25,80.0,103.5,197.0,81.0,hamilda02
2010,Daniel Orton,Orlando Magic,Kentucky,1,29,29,C,12.32,3.1,3.39,24.0,30.5,13,13.80,8.50,9.75,80.75,81.5,110.5,269.2,88.25,ortonda01
2008,Danilo Gallinari,New York Knicks,Olimpia Milano (Italy),1,6,6,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,gallida01
2009,Danny Green,Cleveland Cavaliers,North Carolina,2,16,46,G,11.30,3.04,3.30,29.0,33.0,15,5.60,8.46,9.1,77.25,78.5,103.0,208.0,82.0,greenda02
2009,Dante Cunningham,Portland Trail Blazers,Villanova,2,3,33,F,11.18,3.1,3.26,28.0,35.0,18,4.80,8.95,9.59,79.0,80.25,106.5,227.4,83.0,cunnida01
2014,Dante Exum,Utah Jazz,Australian Institute of Sport (Australia),1,5,5,G,10.75,2.88,3.19,31.5,34.5,8.78,6.40,8.50,9.50,76.5,78.0,103.0,196.3,81.5,exumda01
2010,Darington Hobson,Milwaukee Bucks,New Mexico,2,7,37,G,11.68,3.04,3.25,29.0,34.0,8.78,6.20,8.25,9.00,77.25,78.5,104.5,203.6,81.25,hobsoda01
2014,Dario Saric,Orlando Magic,KK Cibona (Croatia),1,12,12,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2019,Darius Bazley,Utah Jazz,Princeton,1,23,23,F,11.09,2.95,3.27,30.5,37.0,4,3.60,9.00,9.75,79.75,81.0,107.0,208.4,84.0,
2019,Darius Garland,Cleveland Cavaliers,Vanderbilt,1,5,5,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,
2012,Darius Johnson-Odom,Dallas Mavericks,Marquette,2,25,55,G,10.76,3.04,3.21,33.5,41.5,17,7.00,8.75,8.75,73.5,75.0,96.0,212.0,79.0,johnsda03
2000,Darius Miles,Los Angeles Clippers,East St. Louis,1,3,3,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,milesda01
2012,Darius Miller,New Orleans Hornets,Kentucky,2,16,46,F,11.34,3.1,3.31,33.0,37.0,14,7.50,8.50,8.75,78.0,79.5,101.0,233.4,81.0,milleda01
2011,Darius Morris,Los Angeles Lakers,Michigan,2,11,41,G,11.00,3.04,3.20,24.5,32.0,12,5.30,8.75,10.00,75.25,77.25,102.0,190.0,79.5,morrida01
2002,Darius Songaila,Boston Celtics,Wake Forest,2,21,49,F,11.69,3.1,3.52,24.5,29.5,8,7.79,8.95,9.59,80.0,80.81,108.5,240.0,85.0,songada01
2003,Darko Milicic,Detroit Pistons,KK Vrsac (Serbia),1,2,2,F,11.30,3.1,3.36,26.5,32.5,13,8.00,8.95,9.59,83.5,80.81,111.5,250.0,89.0,
2008,Darnell Jackson,Miami Heat,Kansas,2,22,52,F,11.75,3.1,3.26,27.0,31.0,11,12.50,8.95,9.59,79.0,79.75,106.5,240.5,83.25,jacksda01
2008,Darrell Arthur,New Orleans Hornets,Kansas,1,27,27,F,12.18,3.1,3.14,28.5,30.0,12,7.30,8.95,9.59,79.5,80.5,107.0,216.0,82.75,arthuda01
2009,Darren Collison,New Orleans Hornets,California-Los Angeles,1,21,21,G,10.45,3.04,3.10,30.5,33.5,9,5.70,8.46,9.1,72.25,73.5,96.5,166.2,75.0,collida01
2015,Darrun Hilliard,Detroit Pistons,Villanova,2,8,38,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,hillida01
2002,David Andersen,Atlanta Hawks,Virtus Pallacanestro Bologna (Italy),2,8,36,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,anderda03
2004,David Harrison,Indiana Pacers,Colorado,1,29,29,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,harrida01
2005,David Lee,New York Knicks,Florida,1,30,30,F,10.80,3.1,3.19,30.5,32.5,14,7.79,8.95,9.59,79.75,81.0,106.5,229.5,84.0,leeda02
2016,David Michineau,New Orleans Pelicans,Elan Chalon (France),2,9,39,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2006,David Noel,Milwaukee Bucks,North Carolina,2,9,39,F,10.54,3.1,3.07,34.5,38.5,20,6.10,8.95,9.59,76.5,78.0,100.0,223.0,81.5,noelda01
2003,David West,New Orleans Hornets,Xavier,1,18,18,F,12.18,3.1,3.43,28.5,31.5,11,8.00,8.95,9.59,80.25,80.81,108.25,226.0,88.25,westda01
2004,David Young,Seattle SuperSonics,North Carolina Central,2,12,41,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2011,Davis Bertans,Indiana Pacers,KK Olimpija (Slovenia),2,12,42,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2017,Davon Reed,Phoenix Suns,Miami (FL),2,2,32,G,11.37,3.21,3.34,28.5,36.0,12,6.50,9.25,9.50,76.5,77.5,102.0,206.2,84.0,reedda01
2017,De'Aaron Fox,Sacramento Kings,Kentucky,1,5,5,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,foxde01
2018,De'Anthony Melton,Houston Rockets,Southern California,2,16,46,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,meltode01
2014,DeAndre Daniels,Toronto Raptors,Connecticut,2,7,37,F,11.46,3.04,3.44,26.5,32.0,11.36,3.85,9.25,10.50,79.25,80.5,106.5,196.0,86.0,
2008,DeAndre Jordan,Los Angeles Clippers,Texas A&M,2,5,35,C,12.30,3.1,3.27,26.0,30.5,8,7.50,9.12,9.86,81.75,83.0,113.5,250.0,90.0,jordade01
2011,DeAndre Liggins,Orlando Magic,Kentucky,2,23,53,F,11.46,3.1,3.33,27.0,31.0,6,5.00,8.75,10.00,77.0,78.25,103.5,202.2,83.0,liggide01
2016,DeAndre' Bembry,Atlanta Hawks,Saint Joseph's,1,21,21,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,bembrde01
2009,DeJuan Blair,San Antonio Spurs,Pittsburgh,2,7,37,F,11.50,3.1,3.45,26.0,33.0,18,12.00,8.95,9.59,77.25,78.5,106.5,276.6,86.0,blairde01
2009,DeMar DeRozan,Toronto Raptors,Southern California,1,9,9,G,11.88,3.04,3.31,29.0,38.5,5,4.90,8.46,9.1,77.5,78.5,102.5,211.2,81.0,derozde01
2010,DeMarcus Cousins,Sacramento Kings,Kentucky,1,5,5,C,11.40,3.1,3.55,23.5,27.5,10.79,16.40,9.25,10.00,81.5,82.75,113.0,291.8,89.75,couside01
2009,DeMarre Carroll,Memphis Grizzlies,Missouri,1,27,27,F,11.46,3.1,3.3,29.41,34.23,11.36,6.30,8.95,9.59,78.25,79.75,105.0,207.2,82.0,carrode01
2001,DeSagana Diop,Cleveland Cavaliers,Oak Hill Academy,1,8,8,C,12.37,3.1,3.56,21.5,25.5,15,21.00,9.12,9.86,82.0,83.73,113.0,314.0,90.5,diopde01
2000,DeShawn Stevenson,Utah Jazz,Washington Union,1,23,23,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,stevede01
2008,DeVon Hardin,Oklahoma City Thunder,California,2,20,50,C,11.49,3.1,3.33,29.5,32.0,20,5.80,9.12,9.86,81.5,82.75,109.5,235.0,87.0,
2018,Deandre Ayton,Phoenix Suns,Arizona,1,1,1,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,aytonde01
2006,Dee Brown,Utah Jazz,Illinois,2,16,46,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,71.0,72.0,94.0,179.0,74.0,brownde01
2000,DeeAndre Hulett,Toronto Raptors,Las Vegas Silver Bandits (IBL),2,17,46,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2019,Deividas Sirvydis,Dallas Mavericks,BC Lietuvos rytas (Lithuania),2,7,37,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2016,Dejounte Murray,San Antonio Spurs,Washington,1,29,29,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,murrade01
2015,Delon Wright,Toronto Raptors,Utah,1,20,20,G,11.16,3.50,3.29,29.5,31.0,4,6.60,8.00,8.50,76.25,77.5,101.5,181.4,79.5,wrighde01
2004,Delonte West,Boston Celtics,Saint Joseph's,1,24,24,G,11.20,3.04,3.15,30.0,35.0,12,6.70,8.46,9.1,73.5,74.75,99.5,183.0,78.0,westde01
2007,Demetris Nichols,Portland Trail Blazers,Syracuse,2,23,53,F,10.39,3.1,3.38,28.5,32.5,16,6.20,8.95,9.59,78.0,79.5,105.0,211.0,84.25,nichode01
2016,Demetrius Jackson,Boston Celtics,Notre Dame,2,15,45,G,10.81,2.87,3.25,37.5,43.5,8.78,6.50,8.25,9.00,72.0,73.25,93.0,193.8,77.5,jacksde01
2006,Denham Brown,Seattle SuperSonics,Connecticut,2,10,40,G,11.42,3.04,3.25,28.0,34.5,12,9.00,8.46,9.1,76.0,77.0,102.5,218.0,81.5,
2013,Dennis Schroder,Atlanta Hawks,Basketball Lowen Braunschweig (Germany),1,17,17,G,11.09,2.86,3.21,30.0,34.0,1,4.10,8.75,10.50,73.0,74.0,98.0,164.8,79.75,
2017,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,1,9,9,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,smithde03
2016,Denzel Valentine,Chicago Bulls,Michigan State,1,14,14,G,10.51,3.22,3.46,27.0,32.0,8.78,9.20,8.50,9.75,76.0,77.75,102.0,210.4,82.75,valende01
2000,DerMarr Johnson,Atlanta Hawks,Cincinnati,1,6,6,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,johnsde03
2008,Deron Washington,Detroit Pistons,Virginia Tech,2,29,59,F,11.03,3.1,3.09,34.0,40.0,7,7.20,8.95,9.59,77.25,78.25,102.5,198.5,81.0,
2005,Deron Williams,Utah Jazz,Illinois,1,3,3,G,10.83,3.04,3.25,30.0,35.0,15,6.39,8.46,9.1,73.75,74.75,98.0,202.4,78.25,willide01
2009,Derrick Brown,Charlotte Bobcats,Xavier,2,10,40,F,11.26,3.1,3.13,30.5,35.5,20,8.60,8.95,9.59,79.5,80.5,107.5,224.6,86.5,brownde04
2007,Derrick Byars,Portland Trail Blazers,Vanderbilt,2,12,42,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,byarsde01
2010,Derrick Caracter,Los Angeles Lakers,Texas-El Paso,2,28,58,F,12.78,3.1,3.61,25.0,30.5,22,12.80,9.00,10.25,80.25,81.5,107.5,280.0,84.25,caracde01
2010,Derrick Favors,New Jersey Nets,Georgia Tech,1,3,3,F,11.74,3.1,3.25,31.5,35.5,14,6.50,8.75,9.25,80.75,82.25,110.0,245.2,88.0,favorde01
2008,Derrick Rose,Chicago Bulls,Memphis,1,1,1,G,11.69,3.04,3.05,34.5,40.0,10,4.60,8.46,9.1,73.5,74.5,98.5,196.0,80.0,rosede01
2017,Derrick White,San Antonio Spurs,Colorado,1,29,29,G,10.84,2.92,3.08,31.0,36.5,10,6.20,8.25,8.50,75.25,76.5,101.5,189.8,79.5,whitede01
2011,Derrick Williams,Minnesota Timberwolves,Arizona,1,2,2,F,11.03,3.1,3.23,29.0,34.5,19,10.80,9.00,9.75,79.25,80.75,108.0,248.4,85.5,willide02
