year,player,team,affiliation,round,round_pick,overall_pick,position,lane_agility,shuttle_run,sprint,standing_leap,max_leap,bench_press,body_fat,hand_length,hand_width,height_no_shoes,height_shoes,reach,weight,wingspan,player_id
2003,Derrick Zimmerman,Golden State Warriors,Mississippi State,2,11,40,G,11.09,3.04,3.10,34.0,40.5,13,5.30,8.46,9.1,73.0,76.12,96.25,190.0,81.0,zimmede01
2013,Deshaun Thomas,San Antonio Spurs,Ohio State,2,28,58,F,12.94,3.38,3.53,28.5,32.0,5,9.10,8.00,8.75,77.0,79.0,104.0,219.8,82.0,
2000,Desmond Mason,Seattle SuperSonics,Oklahoma State,1,17,17,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,masonde01
2015,Devin Booker,Phoenix Suns,Kentucky,1,13,13,G,10.27,2.75,3.28,27.5,34.5,8,8.30,8.75,9.00,76.5,77.75,102.5,205.8,80.25,bookede01
2010,Devin Ebanks,Los Angeles Lakers,West Virginia,2,13,43,F,11.69,3.1,3.44,23.5,32.0,6,7.90,8.25,9.00,79.0,80.25,107.5,207.8,84.25,ebankde01
2004,Devin Harris,Washington Wizards,Wisconsin,1,5,5,G,11.03,3.04,3.19,30.5,37.0,5,5.30,8.46,9.1,73.75,75.0,98.5,170.0,79.5,harride01
2018,Devon Hall,Oklahoma City Thunder,Virginia,2,23,53,G,10.95,3.16,3.27,25.0,31.0,6,8.45,8.50,10.00,76.25,78.0,102.0,206.4,79.75,
2018,Devonte' Graham,Atlanta Hawks,Kansas,2,4,34,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,grahade01
2014,Devyn Marble,Denver Nuggets,Iowa,2,26,56,G,11.32,3.08,3.28,29.0,35.0,8.78,6.90,8.25,8.50,77.0,78.5,102.0,192.4,81.0,marblde01
2019,Dewan Hernandez,Toronto Raptors,Miami (FL),2,29,59,C,11.46,3.25,3.28,30.5,35.5,13,6.10,9.50,10.25,81.0,82.25,107.0,232.8,85.75,
2010,Dexter Pittman,Miami Heat,Texas,2,2,32,F,11.46,3.1,3.3,29.41,34.23,11.36,20.80,10.25,10.50,81.5,83.5,111.0,302.6,90.0,pittmde01
2016,Deyonta Davis,Boston Celtics,Michigan State,2,1,31,F,11.46,3.1,3.3,29.41,34.23,11.36,9.70,9.00,9.25,81.25,82.5,108.5,237.2,86.5,davisde01
2016,Diamond Stone,New Orleans Pelicans,Maryland,2,10,40,C,12.02,3.22,3.50,27.0,29.5,10.79,12.85,8.50,7.75,81.0,82.25,108.5,254.4,86.75,stonedi01
2005,Dijon Thompson,New York Knicks,California-Los Angeles,2,24,54,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,78.25,80.0,105.5,195.8,81.75,thompdi01
2017,Dillon Brooks,Houston Rockets,Oregon,2,15,45,G,11.14,3.24,3.21,31.0,37.5,16,7.50,8.25,9.25,77.0,78.0,100.5,220.2,78.0,brookdi01
2015,Dimitrios Agravanis,Atlanta Hawks,Olympiacos B.C. (Greece),2,29,59,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2012,Dion Waiters,Cleveland Cavaliers,Syracuse,1,4,4,G,11.11,3.04,3.22,30.1,36.1,8.78,8.50,8.50,9.50,74.5,76.0,98.0,221.0,79.25,waitedi01
2016,Domantas Sabonis,Oklahoma City Thunder,Gonzaga,1,11,11,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,sabondo01
2007,Dominic McGuire,Washington Wizards,Fresno State,2,17,47,F,10.95,3.1,3.25,28.5,34.5,12,4.70,8.95,9.59,79.0,80.25,104.0,220.0,82.5,mcguido01
2010,Dominique Jones,Memphis Grizzlies,South Florida,1,25,25,G,10.88,3.04,3.31,26.0,32.5,19,5.90,9.00,10.25,75.25,77.0,101.0,216.0,81.25,jonesdo02
2011,Donatas Motiejunas,Minnesota Timberwolves,Universo Treviso Basket (Italy),1,20,20,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2000,Donnell Harvey,New York Knicks,Florida,1,22,22,F,11.23,3.1,3.3,33.0,32.5,15,7.79,8.95,9.59,79.25,80.81,105.5,220.0,84.5,harvedo01
2017,Donovan Mitchell,Denver Nuggets,Louisville,1,13,13,G,11.53,3.07,3.01,36.5,40.5,10,5.90,8.50,9.50,73.25,75.0,97.0,211.4,82.0,mitchdo01
2004,Donta Smith,Atlanta Hawks,Southeastern Illinois,2,5,34,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,smithdo04
2018,Donte DiVincenzo,Milwaukee Bucks,Villanova,1,17,17,G,10.72,3.12,3.11,34.5,42.0,12,5.00,8.25,9.00,75.5,76.5,97.5,200.6,78.0,divindo01
2008,Donte Greene,Memphis Grizzlies,Syracuse,1,28,28,F,11.21,3.1,3.20,27.5,31.5,2,7.60,8.95,9.59,80.25,81.0,108.0,221.0,82.0,
2004,Dorell Wright,Miami Heat,South Kent School,1,19,19,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,wrighdo01
2012,Doron Lamb,Milwaukee Bucks,Kentucky,2,12,42,G,11.12,3.04,3.41,29.0,33.5,2,6.70,8.50,8.75,75.25,76.75,98.5,199.4,78.75,lambdo01
2014,Doug McDermott,Denver Nuggets,Creighton,1,11,11,F,11.10,3.15,3.29,28.5,36.5,11.36,7.10,8.75,9.75,78.25,79.75,103.0,218.0,81.25,mcderdo01
2016,Dragan Bender,Phoenix Suns,Maccabi Tel Aviv B.C. (Israel),1,4,4,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,bendedr01
2012,Draymond Green,Golden State Warriors,Michigan State,2,5,35,F,11.01,3.1,3.40,28.0,33.0,9,11.30,9.00,9.50,77.75,79.5,105.0,235.6,85.25,greendr01
2002,Drew Gooden,Memphis Grizzlies,Kansas,1,4,4,F,11.81,3.1,3.19,29.0,33.0,13,7.79,8.95,9.59,80.75,80.81,106.5,227.0,84.5,goodedr01
2017,Dwayne Bacon,New Orleans Pelicans,Florida State,2,10,40,G,11.70,3.22,3.22,30.0,36.5,8,7.90,8.75,10.00,76.75,78.25,103.5,221.6,82.0,bacondw01
2010,Dwayne Collins,Phoenix Suns,Miami (FL),2,30,60,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2004,Dwight Howard,Orlando Magic,Southwest Atlanta Christian Academy,1,1,1,F,11.21,3.1,3.14,30.5,35.5,7,10.50,8.95,9.59,81.0,82.25,111.5,240.0,88.5,howardw01
2014,Dwight Powell,Charlotte Hornets,Stanford,2,15,45,F,11.28,2.88,3.20,28.5,35.0,11.36,6.20,9.00,9.25,81.5,83.0,105.0,234.4,84.5,poweldw01
2003,Dwyane Wade,Miami Heat,Marquette,1,5,5,G,10.56,3.04,3.08,31.5,35.0,9,6.70,8.46,9.1,75.75,76.12,102.0,212.0,82.75,wadedw01
2019,Dylan Windler,Cleveland Cavaliers,Belmont,1,26,26,F,10.70,2.94,3.30,29.0,37.5,8,4.60,8.25,9.50,78.25,79.5,104.5,195.8,82.0,
2018,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),1,29,29,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2011,E'Twaun Moore,Boston Celtics,Purdue,2,25,55,G,11.12,3.04,3.31,32.0,34.5,8.78,7.60,9.00,10.00,74.5,76.0,99.5,191.4,81.5,mooreet01
2009,Earl Clark,Phoenix Suns,Louisville,1,14,14,F,11.17,3.1,3.35,28.5,33.0,5,5.20,8.95,9.59,80.5,82.25,109.5,228.4,86.5,clarkea01
2001,Earl Watson,Seattle SuperSonics,California-Los Angeles,2,11,39,G,10.97,3.04,3.19,32.5,37.5,4,4.00,8.46,9.1,72.0,76.12,97.0,184.0,78.75,watsoea01
2010,Ed Davis,Toronto Raptors,North Carolina,1,13,13,F,11.70,3.1,3.21,31.0,36.0,11.36,10.00,9.25,10.00,81.0,81.75,108.0,226.6,84.0,davised01
2001,Eddie Griffin,New Jersey Nets,Seton Hall,1,7,7,F,11.77,3.1,3.21,26.5,33.0,3,4.00,8.95,9.59,81.25,80.81,110.0,222.0,87.0,griffed01
2000,Eddie House,Miami Heat,Arizona State,2,8,37,G,11.12,3.04,3.27,29.5,38.5,5,6.39,8.46,9.1,71.75,76.12,95.0,176.5,75.5,houseed01
2001,Eddy Curry,Chicago Bulls,Thornwood,1,4,4,C,12.25,3.1,3.53,28.0,31.0,16,16.50,9.12,9.86,82.5,83.73,111.0,301.0,90.5,curryed01
2006,Edin Bavcic,Toronto Raptors,KK Bosna Royal (Bosnia and Herzegovina),2,26,56,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2017,Edmond Sumner,New Orleans Pelicans,Xavier,2,22,52,G,11.11,3.04,3.22,30.1,36.1,8.78,8.30,8.25,9.00,76.0,77.75,102.5,176.4,81.0,sumneed01
2000,Eduardo Najera,Houston Rockets,Oklahoma,2,9,38,F,11.38,3.1,3.45,28.0,35.0,15,7.79,8.95,9.59,78.5,80.81,104.5,234.5,83.5,
2014,Edy Tavares,Atlanta Hawks,CB Gran Canaria (Spain),2,13,43,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,tavarwa01
2006,Ejike Ugboaja,Cleveland Cavaliers,Union Bank Lagos B.C. (Nigeria),2,25,55,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2010,Ekpe Udoh,Golden State Warriors,Baylor,1,6,6,F,11.15,3.1,3.29,31.0,33.5,10,8.00,9.50,8.75,80.75,81.75,106.5,237.4,88.5,udohek01
2014,Elfrid Payton,Philadelphia 76ers,Louisiana-Lafayette,1,10,10,G,11.06,2.92,3.23,31.5,35.5,8.78,5.65,8.75,9.00,74.5,75.75,98.5,185.4,80.0,paytoel01
2018,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2,1,31,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,okoboel01
2010,Elliot Williams,Portland Trail Blazers,Memphis,1,22,22,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,williel01
2004,Emeka Okafor,Charlotte Bobcats,Connecticut,1,2,2,C,12.32,3.1,3.15,31.5,34.0,22,5.30,9.12,9.86,80.75,82.0,110.5,257.0,88.0,okafoem01
2009,Emir Preldzic,Phoenix Suns,Fenerbahce S.K. (Turkey),2,27,57,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2015,Emmanuel Mudiay,Denver Nuggets,Guangdong Southern Tigers (China),1,7,7,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,mudiaem01
2011,Enes Kanter,Utah Jazz,Kentucky,1,3,3,F,11.30,3.1,3.26,26.0,32.5,14,5.90,9.50,10.75,81.75,83.25,109.5,259.2,85.5,kanteen01
2005,Erazem Lorbek,Indiana Pacers,Fortitudo Pallacanestro Bologna (Italy),2,16,46,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2010,Eric Bledsoe,Oklahoma City Thunder,Kentucky,1,18,18,G,11.11,3.04,3.22,30.1,36.1,9,5.60,8.50,9.75,72.25,73.5,98.0,191.6,79.5,bledser01
2001,Eric Chenowith,New York Knicks,Kansas,2,14,42,C,12.50,3.1,3.59,23.5,27.5,6,12.90,9.12,9.86,85.0,83.73,111.0,264.0,88.0,
2008,Eric Gordon,Los Angeles Clippers,Indiana,1,7,7,G,10.81,3.04,3.01,32.0,40.0,15,8.20,8.46,9.1,74.0,75.25,99.0,222.0,81.0,gordoer01
2009,Eric Maynor,Utah Jazz,Virginia Commonwealth,1,20,20,G,10.78,3.04,3.19,28.5,31.5,8,5.40,8.46,9.1,74.25,75.25,97.0,163.6,74.5,maynoer01
2019,Eric Paschall,Golden State Warriors,Villanova,2,11,41,F,11.63,3.26,3.30,33.0,38.0,18,6.30,9.00,9.50,78.0,79.25,103.5,254.4,83.75,
2000,Erick Barkley,Portland Trail Blazers,St. John's (NY),1,28,28,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,barkler01
2013,Erick Green,Utah Jazz,Virginia Tech,2,16,46,G,11.11,3.04,3.22,30.1,36.1,5,4.35,8.50,9.00,73.5,75.0,98.0,178.2,77.75,greener01
2013,Erik Murphy,Chicago Bulls,Florida,2,19,49,F,12.19,2.96,3.57,24.5,29.5,13,7.95,8.75,9.75,80.75,81.5,108.0,239.8,82.5,murpher01
2000,Ernest Brown,Miami Heat,Indian Hills Community College,2,23,52,C,11.96,3.1,3.42,27.58,31.48,2,8.73,9.12,9.86,82.0,83.73,109.5,222.5,85.25,browner01
2005,Ersan Ilyasova,Milwaukee Bucks,Ulkerspor (Turkey),2,6,36,F,11.59,3.1,3.56,22.0,30.0,2,7.79,8.95,9.59,79.75,81.0,109.5,208.8,85.25,
2000,Etan Thomas,Dallas Mavericks,Syracuse,1,12,12,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,thomaet01
2012,Evan Fournier,Denver Nuggets,Poitiers Basket 86 (France),1,20,20,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,fournev01
2010,Evan Turner,Philadelphia 76ers,Ohio State,1,2,2,G,11.06,3.04,3.27,27.5,34.5,9,8.60,8.75,9.50,77.75,79.0,103.5,213.8,80.0,turneev01
2012,Fab Melo,Boston Celtics,Syracuse,1,22,22,C,12.14,3.1,3.44,29.5,31.0,9,9.20,9.00,10.00,82.75,84.0,110.0,255.0,86.5,melofa01
2002,Federico Kammerichs,Portland Trail Blazers,Club Ourense Baloncesto (Spain),2,22,50,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2012,Festus Ezeli,Golden State Warriors,Vanderbilt,1,30,30,C,12.35,3.1,3.29,34.0,33.5,18,5.50,9.00,10.75,81.75,83.5,108.0,264.2,89.75,ezelife01
2002,Flip Murray,Milwaukee Bucks,Shaw,2,13,41,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2005,Fran Vazquez,Orlando Magic,Baloncesto Malaga (Spain),1,11,11,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2005,Francisco Garcia,Sacramento Kings,Louisville,1,23,23,F,10.63,3.1,3.33,27.5,31.5,5,7.79,8.95,9.59,77.75,79.0,103.0,189.6,82.75,
2017,Frank Jackson,Charlotte Hornets,Duke,2,1,31,G,10.94,2.70,3.14,34.5,42.0,9,6.70,8.25,9.00,74.0,75.5,98.0,201.6,79.5,jacksfr01
2015,Frank Kaminsky,Charlotte Hornets,Wisconsin,1,9,9,C,11.96,3.1,3.42,27.58,31.48,10.79,9.40,8.50,9.50,83.75,84.75,109.5,231.2,83.0,kaminfr01
2017,Frank Mason,Sacramento Kings,Kansas,2,4,34,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2017,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),1,8,8,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,ntilila01
2002,Frank Williams,Denver Nuggets,Illinois,1,25,25,G,11.73,3.04,3.29,26.0,31.0,8.78,6.39,8.46,9.1,73.5,76.12,100.5,212.0,80.0,willifr02
2002,Fred Jones,Indiana Pacers,Oregon,1,14,14,G,11.12,3.04,3.13,33.5,37.5,8.78,6.39,8.46,9.1,74.25,76.12,100.0,218.0,84.0,jonesfr01
2012,Furkan Aldemir,Los Angeles Clippers,Galatasaray S.K. (Turkey),2,23,53,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,aldemfu01
2016,Furkan Korkmaz,Philadelphia 76ers,Anadolu Efes S.K. (Turkey),1,26,26,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,korkmfu01
2007,Gabe Pruitt,Boston Celtics,Southern California,2,2,32,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,pruitga01
2010,Gani Lawal,Phoenix Suns,Georgia Tech,2,16,46,F,11.61,3.1,3.24,27.0,31.5,20,6.30,8.50,10.00,79.5,81.0,107.5,233.4,84.0,lawalga01
2014,Gary Harris,Chicago Bulls,Michigan State,1,19,19,G,11.11,3.04,3.22,30.1,36.1,8.78,4.55,8.50,9.50,74.5,76.5,96.0,204.8,78.75,harriga01
2018,Gary Trent Jr.,Sacramento Kings,Duke,2,7,37,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,trentga02
2008,George Hill,San Antonio Spurs,IUPUI,1,26,26,G,12.20,3.04,3.07,34.0,37.5,9,3.00,8.46,9.1,73.25,74.5,97.5,181.0,81.0,hillge01
2018,George King,Phoenix Suns,Colorado,2,29,59,F,10.75,3.08,3.29,31.0,39.0,15,7.25,9.00,10.25,76.75,78.0,101.5,218.6,83.5,kingge03
2016,Georges Niang,Indiana Pacers,Iowa State,2,20,50,F,11.64,3.17,3.49,25.0,31.0,11.36,10.05,9.25,9.25,78.75,80.5,103.0,230.8,82.0,niangge01
2016,Georgios Papagiannis,Sacramento Kings,Panathinaikos B.C. (Greece),1,13,13,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,papagge01
2005,Gerald Green,Boston Celtics,Gulf Shores Academy,1,18,18,F,11.20,3.1,3.21,31.5,39.0,7,7.79,8.95,9.59,78.0,79.25,104.0,192.0,81.75,greenge01
2009,Gerald Henderson,Charlotte Bobcats,Duke,1,12,12,G,11.17,3.04,3.14,31.5,35.0,8,4.40,8.46,9.1,76.0,77.0,102.5,214.6,82.25,hendege02
2001,Gerald Wallace,Sacramento Kings,Alabama,1,25,25,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,wallage01
2013,Giannis Antetokounmpo,Milwaukee Bucks,Basket Zaragoza 2002 (Spain),1,15,15,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,antetgi01
2001,Gilbert Arenas,Golden State Warriors,Arizona,2,2,30,G,11.11,3.04,3.25,31.5,36.0,12,5.30,8.46,9.1,74.25,76.12,99.5,199.0,81.5,arenagi01
2007,Giorgos Printezis,San Antonio Spurs,Olympiacos B.C. (Greece),2,28,58,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2007,Glen Davis,Seattle SuperSonics,Louisiana State,2,5,35,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,davisgl01
2013,Glen Rice,Philadelphia 76ers,Michigan,2,5,35,F,10.99,3.08,3.25,33.0,40.5,10,8.45,8.50,9.00,76.5,77.75,101.5,210.8,81.25,ricegl01
2014,Glenn Robinson III,Minnesota Timberwolves,Michigan,2,10,40,F,11.22,3.04,3.15,36.5,41.5,11.36,5.05,9.00,9.50,77.5,78.75,100.5,211.4,82.0,robingl02
2019,Goga Bitadze,Indiana Pacers,KK Mega Leks (Serbia),1,18,18,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2008,Goran Dragic,San Antonio Spurs,KK Olimpija (Slovenia),2,15,45,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2009,Goran Suton,Utah Jazz,Michigan State,2,20,50,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2010,Gordon Hayward,Utah Jazz,Butler,1,9,9,F,11.73,3.1,3.22,30.5,34.5,10,6.90,8.50,9.25,78.75,80.0,103.0,211.0,79.75,haywago01
2013,Gorgui Dieng,Utah Jazz,Louisville,1,21,21,C,11.96,3.1,3.42,27.58,31.48,10.79,5.35,9.00,10.00,81.75,82.75,111.5,229.6,87.5,dienggo01
2013,Grant Jerrett,Portland Trail Blazers,Arizona,2,10,40,F,11.85,3.23,3.51,28.5,34.0,2,10.05,8.50,9.25,80.75,82.25,109.0,232.0,86.0,jerregr01
2019,Grant Williams,Boston Celtics,Tennessee,1,22,22,F,10.83,3.27,3.33,26.0,31.5,20,5.40,9.00,10.50,77.75,79.5,104.5,240.2,81.75,
2018,Grayson Allen,Utah Jazz,Duke,1,21,21,G,10.31,3.04,3.15,32.5,40.5,8.78,5.55,8.25,10.00,75.0,76.5,97.0,198.0,79.25,allengr01
2010,Greg Monroe,Detroit Pistons,Georgetown,1,7,7,F,12.10,3.1,3.35,25.0,29.0,15,11.20,8.75,9.50,81.75,83.0,108.5,246.6,86.25,monrogr01
2007,Greg Oden,Portland Trail Blazers,Ohio State,1,1,1,C,11.67,3.1,3.27,32.0,34.0,10.79,7.80,9.12,9.86,83.0,84.0,112.0,257.0,88.25,odengr01
2010,Greivis Vasquez,Memphis Grizzlies,Maryland,1,28,28,G,11.11,3.04,3.22,30.1,36.1,8.78,8.60,7.75,9.25,77.0,78.5,101.0,210.8,79.0,
2016,Guerschon Yabusele,Boston Celtics,SPO Rouen Basket,1,16,16,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,yabusgu01
2006,Guillermo Diaz,Los Angeles Clippers,Miami (FL),2,22,52,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2004,Ha Ha,Portland Trail Blazers,Yonsei (KOR),2,17,46,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2005,Hakim Warrick,Memphis Grizzlies,Syracuse,1,19,19,F,11.46,3.1,3.22,33.0,38.0,11,7.79,8.95,9.59,79.25,80.5,108.0,215.0,86.0,warriha01
2010,Hamady Ndiaye,Minnesota Timberwolves,Rutgers,2,26,56,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2018,Hamidou Diallo,Brooklyn Nets,Kentucky,2,15,45,G,10.53,3.14,3.10,32.5,40.5,1,4.45,8.75,9.00,76.25,78.0,103.0,197.0,83.5,diallha01
2000,Hanno Mottola,Atlanta Hawks,Utah,2,11,40,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2012,Harrison Barnes,Golden State Warriors,North Carolina,1,7,7,F,10.93,3.1,3.16,38.0,39.5,15,9.60,9.00,8.50,79.0,80.0,101.5,227.8,83.25,barneha02
2017,Harry Giles III,Portland Trail Blazers,Duke,1,20,20,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2009,Hasheem Thabeet,Memphis Grizzlies,Connecticut,1,2,2,C,11.96,3.1,3.42,27.58,31.48,10.79,6.70,9.12,9.86,85.25,86.5,113.0,267.2,90.25,thabeha01
2006,Hassan Adams,New Jersey Nets,Arizona,2,24,54,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,adamsha01
2010,Hassan Whiteside,Sacramento Kings,Marshall,2,3,33,C,11.83,3.1,3.54,27.0,31.5,12,5.50,8.25,10.25,82.5,83.5,113.0,226.6,91.0,whiteha01
2000,Hedo Turkoglu,Sacramento Kings,Anadolu Efes S.K. (Turkey),1,16,16,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2009,Henk Norel,Minnesota Timberwolves,Joventut Badalona (Spain),2,17,47,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2016,Henry Ellenson,Detroit Pistons,Marquette,1,18,18,F,11.46,3.1,3.3,29.41,34.23,11.36,11.20,8.50,9.75,82.0,83.5,108.0,242.0,86.25,ellenhe01
2008,Henry Walker,Washington Wizards,Kansas State,2,17,47,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,walkebi01
2007,Herbert Hill,Utah Jazz,Providence,2,25,55,C,12.31,3.1,3.39,30.5,34.0,15,5.60,9.12,9.86,79.0,81.75,108.5,232.0,86.25,
2006,Hilton Armstrong,New Orleans/Oklahoma City Hornets,Connecticut,1,12,12,C,12.28,3.1,3.53,28.5,31.5,13,6.30,9.12,9.86,81.5,82.25,109.0,240.0,88.0,armsthi01
2005,Ian Mahinmi,San Antonio Spurs,STB Le Havre (France),1,28,28,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,mahinia01
2019,Ignas Brazdeikis,Sacramento Kings,Michigan,2,17,47,F,11.06,3.17,3.36,31.0,36.5,13,6.00,8.75,9.50,77.75,79.25,102.0,220.8,81.25,
2000,Igor Rakocevic,Minnesota Timberwolves,Red Star Belgrade (Serbia),2,22,51,G,10.40,3.04,3.10,27.5,34.0,9,6.39,8.46,9.1,74.5,76.12,100.0,184.0,77.25,
2017,Ike Anigbogu,Indiana Pacers,California-Los Angeles,2,17,47,C,12.52,3.48,3.44,29.5,32.5,11,5.40,9.50,10.00,80.5,81.75,110.5,252.2,90.25,anigbik01
2005,Ike Diogu,Golden State Warriors,Arizona State,1,9,9,F,11.94,3.1,3.45,28.0,31.0,21,7.79,8.95,9.59,78.5,80.0,109.0,255.4,87.5,dioguik01
2012,Ilkan Karaman,Brooklyn Nets,Pinar Karsiyaka (Turkey),2,27,57,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2011,Iman Shumpert,New York Knicks,Georgia Tech,1,17,17,G,11.10,3.04,3.18,36.5,42.0,18,6.50,9.00,9.00,76.25,77.5,99.5,221.8,81.5,shumpim01
2018,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2,9,39,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,bongais01
2016,Isaia Cordinier,Atlanta Hawks,Denain ASC Voltaire,2,14,44,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2013,Isaiah Canaan,Houston Rockets,Murray State,2,4,34,G,10.98,2.89,3.22,33.0,40.5,16,5.90,8.25,9.50,71.0,72.0,94.5,188.4,76.5,canaais01
