player,position,lane_agility,shuttle_run,three_quarter_sprint,standing_vertical,max_vertical,bench_press,season,body_fat,hand_length,hand_width,height_shoes,standing_reach,weight,wingspan
Jeff Withey,C,12.49,3.29,3.47,26.5,29.0,10,2013.0,8.65,9.0,9.75,84.5,110.5,221.8,86.0
Nate Wolters,PG,,,,,,8,2013.0,5.5,8.25,8.75,76.75,98.0,196.4,75.75
BJ Young,SG-PG,,,,,,,2013.0,4.7,8.5,9.5,75.5,99.0,178.8,80.25
Cody Zeller,C-PF,10.82,2.69,3.15,35.5,37.5,17,2013.0,4.75,8.5,10.5,84.25,106.0,230.0,82.75
Jordan Adams,SG,12.13,3.05,3.50,24.5,29.5,,2014.0,10.8,8.5,7.5,76.75,102.0,208.8,82.0
Kyle Anderson,SF,,,,,,,2014.0,13.35,8.25,8.75,80.5,107.5,230.1,86.75
Thanasis Antetokounmpo,SF,11.39,3.05,3.18,31.5,39.5,,2014.0,6.05,9.0,9.75,78.25,104.5,205.2,84.0
Jordan Bachynski,PF,12.15,3.03,3.36,29.0,33.0,,2014.0,7.45,9.25,10.0,86.0,108.5,254.1,88.0
Cameron Bairstow,PF,11.39,3.09,3.37,31.0,33.5,,2014.0,8.7,8.75,9.0,81.75,107.0,252.4,84.75
Khem Birch,PF,11.60,3.24,3.26,30.5,35.5,,2014.0,6.0,9.0,8.5,81.25,107.0,208.8,85.0
Jabari Brown,SG,11.60,3.26,3.50,28.0,32.0,,2014.0,6.05,9.0,9.25,76.25,100.0,201.9,80.25
Markel Brown,SG,12.62,2.90,3.18,36.5,43.5,,2014.0,4.2,8.25,9.75,75.5,100.0,184.4,80.75
Alec Brown,PF,12.05,2.91,3.48,27.0,30.0,,2014.0,7.7,9.25,8.75,85.25,109.0,231.2,85.5
Deonte Burton,PG,11.28,3.08,3.28,29.0,39.5,,2014.0,7.65,8.25,8.0,73.25,97.5,192.8,79.0
Semaj Christon,PG,11.55,3.21,3.32,30.5,36.5,,2014.0,5.25,8.5,8.25,75.25,99.0,186.0,78.5
Jordan Clarkson,PG,10.76,2.98,3.28,33.0,38.5,,2014.0,4.3,8.25,9.0,77.0,98.0,186.3,80.0
Aaron Craft,PG,10.78,2.90,3.26,29.0,32.0,,2014.0,6.1,7.75,8.5,73.75,94.5,191.6,74.0
DeAndre Daniels,SF,11.46,3.04,3.44,26.5,32.0,,2014.0,3.85,9.25,10.5,80.5,106.5,196.0,86.0
Spencer Dinwiddie,PG,,,,,,,2014.0,5.35,8.25,9.0,78.0,103.0,204.9,80.25
Cleanthony Early,SF,11.15,2.96,3.18,34.0,40.0,,2014.0,4.45,8.5,9.0,79.25,101.5,209.4,82.75
Melvin Ejim,SF,11.55,3.12,3.14,29.5,35.0,,2014.0,6.45,8.75,9.25,79.0,103.5,218.5,83.25
Tyler Ennis,PG,11.12,2.84,3.30,29.0,36.0,,2014.0,6.2,8.25,8.75,74.5,98.0,181.5,79.25
Dante Exum,SG,10.75,2.88,3.19,31.5,34.5,,2014.0,6.4,8.5,9.5,78.0,103.0,196.3,81.5
C.J. Fair,SF,11.00,3.06,3.32,27.0,35.0,,2014.0,5.05,9.0,9.0,80.0,104.0,218.1,81.5
Aaron Gordon,PF,10.81,2.76,3.27,32.5,39.0,,2014.0,5.05,8.75,10.5,80.75,105.0,220.1,83.75
Jerami Grant,SF,,,,,,,2014.0,3.75,9.25,9.25,79.75,107.0,214.0,86.75
P.J. Hairston,SG,11.12,,3.32,32.0,37.0,,2014.0,8.2,8.75,9.75,77.25,101.0,228.8,81.0
Gary Harris,SG,,,,,,,2014.0,4.55,8.5,9.5,76.5,96.0,204.8,78.75
Joe Harris,SG,11.11,2.92,3.31,28.5,33.5,,2014.0,6.2,8.5,9.75,78.25,100.0,215.0,78.0
Rodney Hood,SF,11.21,3.14,3.38,29.0,36.0,,2014.0,7.45,8.5,8.5,80.5,103.0,208.2,80.5
Cory Jefferson,PF,12.63,3.39,3.36,33.0,37.5,,2014.0,5.25,8.75,9.75,81.0,105.0,218.4,84.5
Nick Johnson,SG,10.80,2.95,3.27,33.5,41.5,,2014.0,6.05,8.75,9.75,75.0,96.5,198.0,79.25
Sean Kilpatrick,SG,,,,,,,2014.0,9.2,9.0,9.0,76.25,99.0,218.7,79.0
Alex Kirk,PF,11.20,3.19,3.48,28.5,31.5,,2014.0,13.6,9.25,10.5,82.75,109.5,252.0,87.5
Zach LaVine,PG,10.42,2.80,3.19,33.5,41.5,,2014.0,4.7,8.25,8.75,77.75,100.0,180.9,80.25
Devyn Marble,SG,11.32,3.08,3.28,29.0,35.0,,2014.0,6.9,8.25,8.5,78.5,102.0,192.4,81.0
James McAdoo,PF,11.61,2.91,3.28,29.5,34.0,,2014.0,6.15,9.25,9.0,80.75,106.5,227.6,86.25
K.J. McDaniels,SF,12.71,3.20,3.10,33.0,37.0,,2014.0,4.45,8.75,9.75,78.0,102.0,195.6,83.25
Doug McDermott,SF,11.10,3.15,3.29,28.5,36.5,,2014.0,7.1,8.75,9.75,79.75,103.0,218.0,81.25
Jordan McRae,SG,11.07,3.15,3.39,27.5,34.5,,2014.0,5.2,8.75,8.5,77.25,104.0,179.4,84.5
Shabazz Napier,PG,11.60,3.13,3.20,30.5,37.5,,2014.0,7.35,8.25,8.5,73.0,93.0,175.2,75.25
Johnny O?Bryant III,PF,11.57,3.32,3.45,31.0,35.5,,2014.0,10.75,9.25,9.5,80.5,105.0,256.8,86.25
Lamar Patterson,SG,11.63,3.13,3.45,27.5,32.5,,2014.0,10.75,9.0,9.25,77.25,101.0,226.0,83.0
Adreian Payne,PF,,,,,,,2014.0,7.55,9.25,9.5,81.75,109.0,238.5,88.0
Elfrid Payton,PG,11.06,2.92,3.23,31.5,35.5,,2014.0,5.65,8.75,9.0,75.75,98.5,185.4,80.0
Dwight Powell,PF,11.28,2.88,3.20,28.5,35.0,,2014.0,6.2,9.0,9.25,83.0,105.0,234.4,84.5
Julius Randle,PF,11.45,3.14,3.27,29.0,35.5,,2014.0,9.4,8.75,8.25,81.0,105.5,249.7,84.0
Glenn Robinson III,SF,11.22,3.04,3.15,36.5,41.5,,2014.0,5.05,9.0,9.5,78.75,100.5,211.4,82.0
LaQuinton Ross,SF,11.97,3.52,3.44,25.0,31.0,,2014.0,16.3,8.75,9.75,79.5,106.0,238.7,85.75
Marcus Smart,PG,10.82,2.96,3.26,33.0,36.0,,2014.0,10.55,9.0,8.75,75.25,99.0,227.2,81.25
Russ Smith,PG,11.57,3.01,3.27,29.5,34.0,,2014.0,3.5,8.25,8.5,72.75,95.0,160.0,75.5
Nik Stauskas,SG,10.79,2.92,3.27,29.0,35.5,,2014.0,12.05,8.5,8.5,78.5,102.0,206.9,79.75
Jarnell Stokes,PF,11.92,3.20,3.26,31.0,36.0,,2014.0,8.2,9.75,10.5,80.5,103.5,262.8,85.25
Xavier Thames,PG,11.48,3.02,3.48,29.0,32.5,,2014.0,6.4,8.25,9.0,75.5,96.0,187.0,76.0
Noah Vonleh,PF,11.45,3.29,3.28,31.0,37.0,,2014.0,7.3,9.75,11.75,81.5,108.0,247.1,88.25
T.J. Warren,SF,11.10,3.04,3.26,27.0,35.5,,2014.0,7.95,8.75,9.0,80.25,104.0,220.2,82.25
C.J. Wilcox,SG,11.30,2.92,3.22,31.0,37.5,,2014.0,6.5,8.75,9.0,77.0,100.5,201.0,81.75
Kendall Williams,PG,10.83,2.85,,27.0,33.0,,2014.0,7.2,8.0,7.75,75.75,99.0,183.0,77.5
James Young,SG,,,,28.0,35.5,,2014.0,5.1,9.0,9.5,78.75,104.0,213.3,84.0
Patric Young,PF,11.18,3.06,3.43,32.0,37.5,,2014.0,5.45,9.25,9.5,82.0,103.5,246.8,85.75
Cliff Alexander,PF-C,,,,,,,2015.0,5.8,9.5,10.25,80.5,109.5,239.2,87.5
Justin Anderson,SF-SG,11.13,2.88,3.22,38.0,43.0,12,2015.0,5.0,8.5,9.5,78.25,101.0,230.6,83.75
Brandon Ashley,PF,11.21,3.35,3.58,31.5,35.5,9,2015.0,8.8,9.0,9.5,80.5,105.0,228.0,87.75
Ryan Boatright,PG,10.71,3.05,3.26,32.0,41.0,10,2015.0,6.6,7.5,8.75,71.0,92.5,169.6,72.5
Devin Booker,SG,10.27,2.75,3.28,27.5,34.5,8,2015.0,8.3,8.75,9.0,77.75,102.5,205.8,80.25
Anthony Brown,SF-SG,10.94,3.29,3.18,27.5,34.5,4,2015.0,6.1,8.5,9.0,79.25,104.5,211.0,83.0
Willie Cauley-Stein,C,,,,,,,2015.0,6.3,9.5,9.0,84.5,111.0,242.4,87.0
Rakeem Christmas,PF-C,11.60,3.30,3.47,29.0,32.0,9,2015.0,9.6,9.25,9.0,81.75,110.5,242.6,89.25
Pat Connaughton,SG,10.58,3.08,3.20,37.5,44.0,13,2015.0,10.2,8.5,9.25,77.25,96.0,215.0,80.0
Quinn Cook,PG,11.44,3.41,3.38,24.5,31.0,14,2015.0,6.7,7.5,8.75,74.0,96.5,179.0,76.0
Branden Dawson,PF,12.22,3.53,3.20,28.5,34.5,12,2015.0,5.8,9.0,8.75,78.75,105.0,230.2,83.0
Sam Dekker,SF,10.64,2.96,3.28,25.5,34.5,5,2015.0,7.5,8.5,9.25,81.0,106.0,218.6,83.5
Michael Frazier II,SG,10.66,3.02,3.32,27.0,35.0,10,2015.0,7.4,8.25,9.25,76.25,101.5,199.4,80.0
Treveon Graham,SF,11.64,3.15,3.30,28.5,31.5,11,2015.0,5.5,8.5,8.25,77.75,103.0,219.4,82.5
Jerian Grant,PG,,,,,,,2015.0,5.6,8.25,8.5,76.25,100.0,198.0,79.5
Olivier Hanlan,PG-SG,11.41,3.12,3.25,28.0,34.0,19,2015.0,4.3,8.0,8.75,76.25,100.0,185.8,78.0
Montrezl Harrell,PF,,,,,,,2015.0,11.9,9.0,9.75,79.5,109.0,253.4,88.25
Aaron Harrison,SG,,,3.27,28.5,34.5,1,2015.0,6.0,8.75,10.0,78.0,100.5,209.2,80.25
Andrew Harrison,PG,11.20,,3.34,26.5,33.0,,2015.0,5.9,8.25,9.25,77.5,100.0,213.2,81.0
Tyler Harvey,SG,10.56,2.93,3.44,26.0,28.5,1,2015.0,9.2,7.75,8.75,76.0,98.5,181.4,77.5
Corey Hawkins,SG-PG,10.81,,3.51,28.5,34.0,9,2015.0,5.5,8.75,9.0,73.75,99.5,191.8,80.0
Rondae Hollis-Jefferson,SF,10.41,3.19,3.12,32.0,38.0,13,2015.0,5.0,8.75,9.75,79.0,104.0,210.8,86.0
Jonathan Holmes,PF-SF,10.95,3.12,3.51,25.5,31.0,,2015.0,7.2,8.25,9.5,81.25,107.5,242.2,83.5
Richaun Holmes,PF,11.24,3.31,3.32,32.5,36.0,15,2015.0,8.8,8.5,8.5,81.5,108.0,242.8,85.5
R.J. Hunter,SG,10.87,2.91,3.26,27.5,33.5,1,2015.0,6.0,8.5,8.25,78.0,104.0,185.0,82.5
Vince Hunter,PF,11.19,3.06,3.26,33.5,37.5,13,2015.0,4.6,9.0,8.75,79.5,104.5,208.4,83.0
Dakari Johnson,C,11.76,2.94,3.62,22.5,25.0,4,2015.0,14.9,9.25,10.5,83.75,112.0,264.6,86.0
Stanley Johnson,SF,,,,,,,2015.0,7.5,9.0,9.0,78.5,102.0,241.8,83.5
Tyus Jones,PG,11.84,2.95,3.32,26.5,32.5,2,2015.0,6.5,8.25,8.75,74.0,97.0,184.6,77.0
Frank Kaminsky,C-PF,,,,,,,2015.0,9.4,8.5,9.5,84.75,109.5,231.2,83.0
Kevon Looney,PF,,,,,,,2015.0,11.9,9.5,9.25,81.25,110.0,222.4,87.5
Trey Lyles,PF,,,,,,,2015.0,12.1,9.25,10.25,82.25,108.0,241.2,85.5
Jarell Martin,PF,11.20,2.97,3.27,28.5,35.0,19,2015.0,10.1,8.25,9.5,81.25,106.5,238.6,81.0
TJ McConnell,PG,10.95,3.09,3.30,26.0,31.5,7,2015.0,7.3,7.5,7.0,74.0,96.5,187.8,74.0
Chris McCullough,PF,,,,,,,2015.0,6.2,8.75,8.75,81.0,109.0,199.0,87.25
Jordan Mickey,PF,11.72,3.13,3.28,33.0,37.5,9,2015.0,7.2,8.75,9.5,80.25,106.0,238.0,87.25
Larry Nance,PF,10.93,3.01,3.25,29.0,37.5,10,2015.0,6.4,9.0,9.75,80.5,108.0,226.6,85.5
Kelly Oubre,SF-SG,11.09,3.12,3.32,34.5,37.0,7,2015.0,5.7,9.0,8.75,78.75,102.5,202.8,86.25
Cameron Payne,PG,10.90,2.93,3.28,29.8,35.5,0,2015.0,6.3,8.5,8.25,73.5,97.5,182.8,79.25
Terran Petteway,SG,10.91,3.10,3.32,25.0,31.0,15,2015.0,4.9,8.25,8.25,78.0,104.5,209.2,83.25
Bobby Portis,PF,11.78,3.28,3.56,25.0,31.5,5,2015.0,8.9,9.5,9.25,82.5,108.5,246.2,86.0
Norman Powell,SG,10.69,3.20,3.20,32.5,40.5,5,2015.0,6.4,9.25,9.0,76.25,102.5,215.4,82.75
Michael Qualls,SG-SF,11.88,,3.18,34.0,39.5,9,2015.0,4.0,9.0,10.25,77.0,104.5,201.4,84.25
Chasson Randle,PG,10.63,2.81,3.20,33.5,39.5,6,2015.0,4.5,8.5,9.5,73.5,96.5,178.8,79.0
Terry Rozier,PG-SG,10.84,2.84,3.15,33.0,38.0,7,2015.0,5.6,8.25,8.5,74.25,98.5,190.2,80.25
D?Angelo Russell,PG-SG,,,,,,,2015.0,8.3,8.75,9.75,77.0,102.0,193.4,81.75
Keifer Sykes,PG,10.47,3.15,3.13,34.0,43.0,8,2015.0,5.0,8.5,9.5,71.75,93.0,167.2,74.0
Marcus Thornton,PG-SG,10.78,2.88,3.02,34.5,43.0,3,2015.0,5.3,8.25,8.5,74.75,97.5,177.4,79.75
J.P. Tokoto,SF-SG,10.97,3.20,3.27,34.5,40.0,12,2015.0,4.1,8.0,8.75,78.25,100.5,195.8,82.0
Myles Turner,C-PF,,,,,,,2015.0,9.3,9.25,9.25,83.5,112.0,238.6,88.0
Robert Upshaw,C,,,,,,,2015.0,12.5,10.0,11.0,84.0,113.0,258.2,89.5
Rashad Vaughn,SG,11.40,3.10,3.21,28.0,34.0,5,2015.0,6.2,8.0,8.5,77.0,101.0,198.6,79.0
Chris Walker,PF,11.25,3.41,3.35,30.5,37.0,6,2015.0,5.1,9.0,9.0,81.25,108.0,208.0,86.75
Dez Wells,SG,10.56,3.05,3.20,31.5,39.0,15,2015.0,8.1,8.75,9.75,76.0,100.5,208.8,81.5
Alan Williams,PF,12.26,3.54,3.50,25.5,28.5,8,2015.0,12.0,8.5,9.5,80.25,106.5,261.4,85.75
Justise Winslow,SF,,,,,,,2015.0,5.3,8.5,9.25,78.5,104.5,221.8,82.25
Christian Wood,PF,,,,,,,2015.0,14.7,9.25,10.75,82.5,111.5,216.0,87.25
Delon Wright,PG,11.16,3.50,3.29,29.5,31.0,4,2015.0,6.6,8.0,8.5,77.5,101.5,181.4,79.5
Ron Baker,SG,10.77,2.96,3.45,30.0,35.5,,2016.0,7.85,8.75,9.50,76.25,97.5,212.4,81.75
Wade Baldwin IV,PG,10.45,3.01,3.19,32.5,38.0,,2016.0,5.2,9.00,9.75,76.0,100.0,201.8,83.25
Cat Barber,PG,,,,,,,2016.0,4.5,8.00,8.50,74.75,95.5,173.0,77.5
Malik Beasley,SG,,0.00,,,,,2016.0,6.9,8.50,9.00,76.5,100.5,189.8,79.0
DeAndre Bembry,SG-SF,10.90,2.87,3.17,32.0,38.0,,2016.0,7.0,8.00,9.25,77.75,101.0,206.6,81.25
Ben Bentil,PF,11.16,3.10,3.30,29.0,33.0,,2016.0,9.7,9.50,10.00,80.25,105.0,229.2,85.5
Jaron Blossomgame,SF,11.53,3.26,3.20,35.0,41.0,,2016.0,5.25,8.50,10.00,79.25,102.0,213.6,82.0
Joel Bolomboy,PF,10.26,2.86,3.17,37.5,40.5,,2016.0,5.15,9.00,10.25,81.0,103.5,224.4,85.75
Malcolm Brogdon,SG,10.77,2.64,3.31,30.5,35.5,,2016.0,5.4,9.00,10.25,77.5,98.0,223.0,82.5
Jaylen Brown,SG-SF,,,,,,,2016.0,5.05,8.75,9.00,78.75,102.5,222.8,83.75
Marquese Chriss,PF,11.93,3.05,3.26,32.5,38.5,,2016.0,8.5,9.00,9.00,82.0,105.0,233.0,84.25
Elgin Cook,SF,,,,,,,2016.0,6.35,8.50,10.25,78.25,100.5,209.8,82.0
Isaiah Cousins,PG,10.79,2.97,3.24,30.5,37.0,,2016.0,4.8,8.25,8.75,76.5,98.5,194.0,78.25
Deyonta Davis,PF,,,,,,,2016.0,9.7,9.00,9.25,82.5,108.5,237.2,86.5
Cheick Diallo,PF,11.24,3.30,3.26,31.0,35.0,,2016.0,5.6,8.50,9.75,81.0,107.5,218.6,88.5
Kris Dunn,PG,,,,,,,2016.0,,,,76.25,100.0,0.0,81.5
Henry Ellenson,PF,,,,,,,2016.0,11.2,8.50,9.75,83.5,108.0,242.0,86.25
Perry Ellis,PF,10.73,3.03,3.13,32.0,38.0,,2016.0,4.6,8.00,8.50,80.25,102.0,217.8,82.25
Kay Felder,PG,11.52,2.90,3.15,35.5,44.0,,2016.0,5.8,8.25,8.50,69.5,88.5,177.2,74.5
Dorian Finney-Smith,SF,11.01,3.04,3.27,32.5,35.5,,2016.0,6.45,9.00,9.75,79.75,105.5,212.6,83.75
Michael Gbinije,SG,11.00,3.19,3.12,33.5,37.5,,2016.0,5.4,8.00,9.00,78.75,101.0,204.6,79.5
Daniel Hamilton,SG-SF,11.48,3.20,3.40,26.0,29.0,,2016.0,5.95,9.00,8.50,80.0,103.5,197.0,81.0
Josh Hart,SG,11.15,3.15,3.20,29.5,38.5,,2016.0,5.75,8.50,9.25,77.5,99.5,203.6,80.5
Nigel Hayes,SF-PF,12.11,2.90,3.20,25.5,28.5,,2016.0,10.9,8.50,9.50,79.25,107.5,245.0,87.0
Buddy Hield,SG,,,,,,,2016.0,6.1,8.50,9.00,77.0,101.0,212.4,81.25
Justin Jackson,SF,11.32,2.96,3.26,29.5,34.5,,2016.0,7.6,8.75,8.75,80.25,103.5,193.4,82.75
Demetrius Jackson,PG,10.81,2.87,3.25,37.5,43.5,,2016.0,6.5,8.25,9.00,73.25,93.0,193.8,77.5
Brice Johnson,PF,11.88,2.94,3.20,33.5,38.0,,2016.0,7.5,9.00,8.25,82.5,106.5,208.6,84.5
Damian Jones,C,11.35,3.12,3.20,36.0,37.0,,2016.0,6.55,8.75,10.50,83.5,107.0,243.6,87.75
Skal Labissiere,PF-C,,,,,,,2016.0,5.7,8.75,9.00,83.75,105.5,215.8,86.5
Jake Layman,SF,11.35,2.82,3.24,33.0,39.5,,2016.0,7.1,8.25,9.25,81.25,102.0,208.6,81.25
Caris LeVert,SG,,,,,,,2016.0,7.55,8.50,9.25,79.0,101.0,191.0,82.0
Marcus Lee,PF-C,11.68,3.19,3.25,28.5,35.5,,2016.0,5.35,9.00,9.00,82.25,107.5,211.0,87.0
Thon Maker,PF,11.15,3.09,3.33,32.0,36.5,,2016.0,6.05,8.75,9.50,84.75,110.5,216.0,87.0
Patrick McCaw,PG-SG,11.01,2.97,3.30,30.0,38.0,,2016.0,4.7,8.75,8.75,78.75,100.5,180.8,82.0
Malik Newman,SG,10.88,3.11,3.28,30.0,35.5,,2016.0,5.6,8.25,9.25,75.5,97.5,182.2,77.75
Georges Niang,PF,11.64,3.17,3.49,25.0,31.0,,2016.0,10.05,9.25,9.25,80.5,103.0,230.8,82.0
Chinanu Onuaku,C,11.65,3.00,3.50,27.5,33.5,,2016.0,8.55,9.00,8.00,82.0,108.5,245.2,86.75
Marcus Paige,PG,10.82,2.69,3.15,33.5,39.5,,2016.0,4.3,7.75,8.75,73.75,97.0,163.8,78.25
Gary Payton II,PG,11.57,3.17,3.23,31.5,38.5,,2016.0,3.95,8.75,9.50,75.0,99.5,183.8,80.0
Jakob Poeltl,C,,,,,,,2016.0,5.8,9.25,10.25,85.0,111.5,239.0,86.75
Taurean Prince,SF,10.96,2.80,3.24,34.0,36.0,,2016.0,6.45,9.00,8.50,79.75,102.0,220.2,83.5
Zhou Qi,PF-C,11.27,2.90,3.46,31.5,32.0,,2016.0,4.85,9.25,9.50,86.25,112.5,218.2,91.75
Malachi Richardson,SG-SF,10.56,3.25,3.33,33.0,38.0,,2016.0,7.0,8.75,10.00,78.25,101.5,199.6,84.0
Wayne Selden,SG,,,,,,,2016.0,7.3,9.00,9.25,77.75,101.0,232.4,82.5
Pascal Siakam,PF,11.25,3.09,3.41,30.5,36.5,,2016.0,5.2,9.25,10.00,81.5,107.5,226.6,87.25
Diamond Stone,C,12.02,3.22,3.50,27.0,29.5,,2016.0,12.85,8.50,7.75,82.25,108.5,254.4,86.75
Caleb Swanigan,PF,12.80,,,26.0,29.0,,2016.0,12.55,9.00,10.25,80.5,107.0,246.6,87.5
Melo Trimble,PG,10.57,2.77,3.20,26.5,35.5,,2016.0,8.35,8.00,8.75,74.5,92.5,191.8,74.0
Tyler Ulis,PG,10.80,2.88,3.20,32.5,38.0,,2016.0,5.2,7.50,7.50,70.0,88.5,149.2,74.0
Jarrod Uthoff,PF,11.52,3.03,3.50,29.0,34.5,,2016.0,6.0,8.75,9.00,81.75,104.0,214.4,83.5
Denzel Valentine,SG-SF,10.51,3.22,3.46,27.0,32.0,,2016.0,9.2,8.50,9.75,77.75,102.0,210.4,82.75
Isaiah Whitehead,PG-SG,11.65,3.21,3.34,27.5,35.5,,2016.0,9.25,8.50,8.75,76.5,100.0,210.0,80.75
Troy Williams,SF,10.72,3.08,3.35,30.0,36.0,,2016.0,10.0,8.25,9.25,78.75,102.0,217.8,80.25
Kyle Wiltjer,PF,11.35,3.04,3.48,28.5,35.5,,2016.0,15.25,8.25,9.50,82.0,102.5,242.8,84.25
Stephen Zimmerman,C,12.08,3.16,3.43,26.0,31.0,,2016.0,11.15,9.00,9.00,83.75,108.5,234.0,87.25
Edrice Adebayo,PF-C,11.94,3.24,3.24,33.5,38.5,12,2017.0,5.2,9.50,8.75,81.75,108.0,242.6,86.75
Rawle Alkins,SG-SF,11.99,3.18,3.30,31.5,40.5,7,2017.0,11.0,8.75,10.00,75.75,99.0,222.6,80.75
Jarrett Allen,C,11.82,3.00,3.21,31.5,35.5,4,2017.0,7.4,9.50,10.50,82.25,109.5,233.6,89.25
Kadeem Allen,PG,11.24,2.98,3.15,33.0,35.5,7,2017.0,6.4,8.50,8.75,74.25,99.5,192.4,81.25
Ike Anigbogu,C,12.52,3.48,3.44,29.5,32.5,11,2017.0,5.4,9.50,10.00,81.75,110.5,252.2,90.25
OG Anunoby,SF,,,,,,,2017.0,6.8,9.25,9.50,79.75,107.5,232.4,86.25
Jamel Artis,SG-SF,11.62,3.08,3.44,23.5,31.0,5,2017.0,11.9,9.25,9.75,78.75,105.0,213.2,82.0
Dwayne Bacon,SG-SF,11.70,3.22,3.22,30.0,36.5,8,2017.0,7.9,8.75,10.00,78.25,103.5,221.6,82.0
V.J. Beachem,SG-SF,11.18,3.19,3.26,30.0,37.0,11,2017.0,6.8,8.50,9.00,80.0,104.5,193.4,82.25
Jordan Bell,PF,10.63,2.83,3.21,31.5,38.0,16,2017.0,5.4,9.25,9.50,80.5,104.5,223.6,83.75
Jaron Blossomgame,SF,11.47,3.35,3.17,31.0,35.5,16,2017.0,5.7,8.75,10.25,78.75,104.5,218.6,82.0
Chris Boucher,PF,,,,,,,2017.0,5.4,9.25,10.50,81.5,110.5,182.2,88.0
Tony Bradley,C,11.79,2.99,3.44,24.5,27.5,5,2017.0,12.0,9.50,9.50,82.75,112.5,248.8,89.0
Isaiah Briscoe,PG,10.95,2.85,3.38,28.0,33.5,11,2017.0,11.0,9.00,9.25,74.75,99.5,222.4,81.0
Dillon Brooks,SG-SF,11.14,3.24,3.21,31.0,37.5,16,2017.0,7.5,8.25,9.25,78.0,100.5,220.2,78.0
Thomas Bryant,PF-C,11.42,3.12,3.37,25.5,33.0,7,2017.0,9.4,9.50,10.25,82.75,112.5,247.8,90.0
John Collins,PF,11.66,3.27,3.27,33.0,37.5,15,2017.0,5.4,9.00,10.00,81.5,106.5,225.2,83.25
Zach Collins,PF-C,,,,,,,2017.0,8.9,8.75,9.25,84.0,111.0,232.2,85.0
Hamidou Diallo,SG-SF,10.88,2.79,3.11,34.5,44.5,0,2017.0,5.2,8.50,9.50,77.0,101.5,197.4,83.25
Tyler Dorsey,SG,10.55,2.98,3.16,30.5,36.0,8,2017.0,4.7,8.50,9.25,76.5,99.5,182.6,77.25
Damyean Dotson,SG-SF,11.18,3.03,3.13,31.5,38.0,13,2017.0,5.3,8.50,9.25,77.5,100.0,205.2,81.0
PJ Dozier,SG,10.84,2.98,3.15,34.0,39.0,9,2017.0,6.1,8.50,9.50,78.75,101.0,200.6,83.0
Jawun Evans,PG,11.34,3.26,3.21,27.5,33.5,1,2017.0,9.1,8.00,7.75,71.5,95.0,185.2,77.5
Terrance Ferguson,SG-SF,11.16,3.22,3.32,28.5,38.0,,2017.0,5.8,8.50,10.00,79.0,103.0,184.4,80.75
De?Aaron Fox,PG,,,,,,,2017.0,4.5,8.50,8.50,75.25,100.0,169.6,78.5
Markelle Fultz,PG,,,,,,,2017.0,,,,,,,
Harry Giles,PF,11.08,3.00,3.34,27.0,32.5,5,2017.0,5.2,9.50,10.75,82.5,109.5,232.0,87.25
Josh Hart,SG-SF,11.15,3.02,3.18,27.5,35.5,9,2017.0,5.8,8.50,9.50,77.0,101.0,209.2,80.25
Nigel Hayes,PF,11.81,2.94,3.27,29.0,33.5,16,2017.0,11.5,8.75,10.00,79.5,104.5,254.2,87.25
Isaiah Hicks,PF,12.31,3.31,3.36,31.5,37.0,11,2017.0,7.7,8.75,9.75,80.5,105.0,233.4,84.5
Wesley Iwundu,SG-SF,11.25,3.23,3.36,31.5,36.0,5,2017.0,4.0,8.75,9.50,78.75,105.5,193.4,85.0
Frank Jackson,PG,10.94,2.70,3.14,34.5,42.0,9,2017.0,6.7,8.25,9.00,75.5,98.0,201.6,79.5
Justin Jackson (UMD),SF,11.78,3.08,3.43,26.5,31.5,,2017.0,7.1,9.00,9.50,79.0,107.0,219.4,87.25
Justin Jackson (UNC),SF,10.80,3.06,3.30,29.5,35.5,,2017.0,8.1,8.75,9.25,80.25,104.5,200.8,83.0
Peter Jok,SG-SF,11.34,2.93,3.41,26.5,31.0,,2017.0,11.0,8.25,9.50,77.75,102.0,202.4,80.0
Luke Kennard,SG-SF,,,,,,,2017.0,6.6,8.00,8.75,77.5,98.5,196.2,77.25
Kyle Kuzma,SF-SG,10.72,2.98,3.25,27.0,34.0,12,2017.0,9.4,8.50,9.50,81.5,107.5,222.6,84.25
TJ Leaf,PF,11.55,3.27,3.27,29.0,34.5,6,2017.0,6.8,8.50,9.50,81.75,107.0,222.2,83.0
Tyler Lydon,PF,11.68,2.81,3.46,29.5,33.5,1,2017.0,13.6,8.75,8.75,81.5,107.5,215.0,84.0
Frank Mason III,PG,11.41,3.09,3.18,34.0,41.0,15,2017.0,4.3,8.00,9.25,72.0,94.0,188.8,75.25
Kennedy Meeks,C,12.91,3.35,3.50,28.0,30.5,15,2017.0,11.5,8.75,8.75,82.25,106.0,276.6,85.0
Donovan Mitchell,SG,11.53,3.07,3.01,36.5,40.5,10,2017.0,5.9,8.50,9.50,75.0,97.0,211.4,82.0
Monte Morris,PG,11.00,3.20,3.19,28.0,33.5,8,2017.0,6.9,8.25,8.75,74.5,96.5,175.2,76.0
Johnathan Motley,PF,,,,,,,2017.0,,9.00,9.50,80.75,108.0,238.2,88.0
Svi Mykhailiuk,SG-SF,12.40,3.25,3.53,27.0,33.0,8,2017.0,11.4,8.00,9.25,79.5,100.0,219.6,77.0
